,model,columns,best_params,training_time,accuracy,precision,recall,f1,roc_auc,mean_fit_time,predict_time
452,DecisionTreeClassifier,"['Pclass2', 'Age', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.13258934020996094,0.7079,0.6087,0.452,0.519,0.588,0.002,0.001
453,RandomForestClassifier,"['Pclass2', 'Age', 'EmbarkedC']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",15.467853784561157,0.7079,0.6087,0.452,0.519,0.638,0.358,0.012
454,SVC,"['Pclass2', 'Age', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.13246846199035645,0.6854,0.5714,0.387,0.462,,0.016,0.002
455,GaussianNB,"['Pclass3', 'Age', 'EmbarkedC']",{},0.01832270622253418,0.6854,0.5484,0.548,0.548,0.689,0.002,0.0
456,KNeighborsClassifier,"['Pclass3', 'Age', 'EmbarkedC']",{'n_neighbors': 9},0.04212784767150879,0.7079,0.5556,0.806,0.658,0.753,0.002,0.002
457,LinearDiscriminantAnalysis,"['Pclass3', 'Age', 'EmbarkedC']",{},0.017523765563964844,0.6517,0.5,0.677,0.575,0.701,0.001,0.0
458,QuadraticDiscriminantAnalysis,"['Pclass3', 'Age', 'EmbarkedC']",{},0.027402877807617188,0.618,0.4651,0.645,0.541,0.704,0.001,0.0
459,DecisionTreeClassifier,"['Pclass3', 'Age', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.13093805313110352,0.7191,0.6071,0.548,0.576,0.726,0.002,0.0
460,RandomForestClassifier,"['Pclass3', 'Age', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",15.411947011947632,0.7191,0.6,0.581,0.59,0.747,0.357,0.012
461,SVC,"['Pclass3', 'Age', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.12057948112487793,0.6404,0.4889,0.71,0.579,,0.014,0.001
462,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'Age']",{},0.027738094329833984,0.6517,0.5,0.355,0.415,0.672,0.002,0.0
463,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'Age']",{'n_neighbors': 9},0.04007768630981445,0.6404,0.4815,0.419,0.448,0.664,0.002,0.001
464,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Age']",{},0.017775774002075195,0.6404,0.4762,0.323,0.385,0.663,0.002,0.0
465,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Age']",{},0.017614126205444336,0.6517,0.5,0.355,0.415,0.561,0.001,0.0
466,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'Age']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11910557746887207,0.7303,0.64,0.516,0.571,0.662,0.002,0.0
467,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",15.3539457321167,0.7191,0.625,0.484,0.545,0.641,0.355,0.012
468,SVC,"['EmbarkedS', 'EmbarkedQ', 'Age']","{'C': 10, 'degree': 2}",0.16126155853271484,0.6629,0.5185,0.452,0.483,,0.017,0.002
469,GaussianNB,"['EmbarkedQ', 'Age', 'Pclass2']",{},0.01868891716003418,0.5393,0.2727,0.194,0.226,0.459,0.002,0.001
470,KNeighborsClassifier,"['EmbarkedQ', 'Age', 'Pclass2']",{'n_neighbors': 3},0.041068077087402344,0.6404,0.48,0.387,0.429,0.615,0.002,0.001
471,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Age', 'Pclass2']",{},0.017729759216308594,0.5955,0.3333,0.161,0.217,0.496,0.001,0.0
472,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Age', 'Pclass2']",{},0.01719188690185547,0.5618,0.3,0.194,0.235,0.466,0.001,0.0
473,DecisionTreeClassifier,"['EmbarkedQ', 'Age', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12092185020446777,0.6966,0.6,0.387,0.471,0.648,0.002,0.0
474,RandomForestClassifier,"['EmbarkedQ', 'Age', 'Pclass2']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",14.962987184524536,0.7079,0.6471,0.355,0.458,0.627,0.353,0.005
475,SVC,"['EmbarkedQ', 'Age', 'Pclass2']","{'C': 10, 'degree': 2}",0.12720990180969238,0.6854,0.7143,0.161,0.263,,0.016,0.002
476,GaussianNB,"['Pclass3', 'EmbarkedQ', 'Age']",{},0.018267393112182617,0.6067,0.4545,0.645,0.533,0.64,0.001,0.0
477,KNeighborsClassifier,"['Pclass3', 'EmbarkedQ', 'Age']",{'n_neighbors': 9},0.04069018363952637,0.6854,0.5429,0.613,0.576,0.742,0.002,0.001
478,LinearDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Age']",{},0.019279956817626953,0.6292,0.475,0.613,0.535,0.696,0.002,0.0
479,QuadraticDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Age']",{},0.017347335815429688,0.618,0.4615,0.581,0.514,0.683,0.001,0.0
480,DecisionTreeClassifier,"['Pclass3', 'EmbarkedQ', 'Age']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11927127838134766,0.6629,0.5172,0.484,0.5,0.712,0.002,0.0
481,RandomForestClassifier,"['Pclass3', 'EmbarkedQ', 'Age']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",14.93330192565918,0.6742,0.5278,0.613,0.567,0.747,0.352,0.003
482,SVC,"['Pclass3', 'EmbarkedQ', 'Age']","{'C': 10, 'degree': 2}",0.14719176292419434,0.6292,0.4792,0.742,0.582,,0.016,0.001
483,GaussianNB,"['EmbarkedS', 'Pclass2', 'Age']",{},0.018045902252197266,0.5955,0.4074,0.355,0.379,0.611,0.001,0.0
484,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'Age']",{'n_neighbors': 3},0.040229082107543945,0.618,0.4444,0.387,0.414,0.588,0.002,0.001
485,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Age']",{},0.028110504150390625,0.6966,0.6667,0.258,0.372,0.648,0.002,0.0
486,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Age']",{},0.017101287841796875,0.5955,0.4242,0.452,0.438,0.613,0.001,0.0
487,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'Age']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.1283857822418213,0.6517,0.5,0.452,0.475,0.677,0.002,0.001
488,RandomForestClassifier,"['EmbarkedS', 'Pclass2', 'Age']","{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",15.231473922729492,0.6854,0.5714,0.387,0.462,0.618,0.359,0.003
489,SVC,"['EmbarkedS', 'Pclass2', 'Age']","{'C': 10, 'degree': 2}",0.12811756134033203,0.6854,0.6,0.29,0.391,,0.014,0.001
490,GaussianNB,"['EmbarkedS', 'Pclass3', 'Age']",{},0.028043031692504883,0.6742,0.5294,0.581,0.554,0.726,0.002,0.0
491,KNeighborsClassifier,"['EmbarkedS', 'Pclass3', 'Age']",{'n_neighbors': 9},0.04058837890625,0.7191,0.5833,0.677,0.627,0.768,0.002,0.002
492,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass3', 'Age']",{},0.017961502075195312,0.6517,0.5,0.677,0.575,0.723,0.002,0.0
493,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass3', 'Age']",{},0.017390727996826172,0.6742,0.5238,0.71,0.603,0.733,0.001,0.0
494,DecisionTreeClassifier,"['EmbarkedS', 'Pclass3', 'Age']","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.11865925788879395,0.5955,0.4286,0.484,0.455,0.662,0.002,0.0
495,RandomForestClassifier,"['EmbarkedS', 'Pclass3', 'Age']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",15.467483520507812,0.7416,0.6538,0.548,0.596,0.776,0.357,0.012
496,SVC,"['EmbarkedS', 'Pclass3', 'Age']","{'C': 1, 'degree': 2}",0.12309408187866211,0.6292,0.4783,0.71,0.571,,0.013,0.001
497,GaussianNB,"['Pclass3', 'Pclass2', 'Age']",{},0.018512964248657227,0.6067,0.4412,0.484,0.462,0.645,0.002,0.001
498,KNeighborsClassifier,"['Pclass3', 'Pclass2', 'Age']",{'n_neighbors': 3},0.0399477481842041,0.7191,0.6071,0.548,0.576,0.746,0.002,0.001
499,LinearDiscriminantAnalysis,"['Pclass3', 'Pclass2', 'Age']",{},0.018111467361450195,0.6629,0.5135,0.613,0.559,0.734,0.002,0.0
500,QuadraticDiscriminantAnalysis,"['Pclass3', 'Pclass2', 'Age']",{},0.017275094985961914,0.6629,0.5128,0.645,0.571,0.74,0.001,0.0
501,DecisionTreeClassifier,"['Pclass3', 'Pclass2', 'Age']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.116424560546875,0.7753,0.7037,0.613,0.655,0.763,0.002,0.0
502,RandomForestClassifier,"['Pclass3', 'Pclass2', 'Age']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",15.095316410064697,0.7528,0.6552,0.613,0.633,0.758,0.355,0.003
503,SVC,"['Pclass3', 'Pclass2', 'Age']","{'C': 1, 'degree': 2}",0.1235971450805664,0.7303,0.6522,0.484,0.556,,0.015,0.001
504,GaussianNB,"['EmbarkedQ', 'Fare', 'EmbarkedC']",{},0.01836848258972168,0.6629,0.52,0.419,0.464,0.605,0.001,0.0
505,KNeighborsClassifier,"['EmbarkedQ', 'Fare', 'EmbarkedC']",{'n_neighbors': 3},0.04183816909790039,0.6517,0.5,0.452,0.475,0.63,0.002,0.002
506,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Fare', 'EmbarkedC']",{},0.018291950225830078,0.7191,0.7143,0.323,0.444,0.721,0.001,0.0
507,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Fare', 'EmbarkedC']",{},0.017239093780517578,0.6629,0.52,0.419,0.464,0.598,0.001,0.0
508,DecisionTreeClassifier,"['EmbarkedQ', 'Fare', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.1373608112335205,0.6629,0.5161,0.516,0.516,0.666,0.002,0.0
509,RandomForestClassifier,"['EmbarkedQ', 'Fare', 'EmbarkedC']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",15.439287662506104,0.6742,0.5333,0.516,0.525,0.686,0.366,0.005
510,SVC,"['EmbarkedQ', 'Fare', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.11838245391845703,0.7303,0.8182,0.29,0.429,,0.014,0.001
511,GaussianNB,"['EmbarkedS', 'Fare', 'EmbarkedC']",{},0.018620014190673828,0.6517,0.5,0.387,0.436,0.697,0.002,0.001
512,KNeighborsClassifier,"['EmbarkedS', 'Fare', 'EmbarkedC']",{'n_neighbors': 5},0.03980851173400879,0.6404,0.4865,0.581,0.529,0.681,0.002,0.001
513,LinearDiscriminantAnalysis,"['EmbarkedS', 'Fare', 'EmbarkedC']",{},0.018369197845458984,0.7191,0.7143,0.323,0.444,0.721,0.002,0.0
514,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Fare', 'EmbarkedC']",{},0.017064571380615234,0.6629,0.52,0.419,0.464,0.598,0.001,0.0
515,DecisionTreeClassifier,"['EmbarkedS', 'Fare', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.11841273307800293,0.6629,0.5172,0.484,0.5,0.672,0.002,0.001
516,RandomForestClassifier,"['EmbarkedS', 'Fare', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",15.312380313873291,0.6854,0.5484,0.548,0.548,0.69,0.369,0.003
517,SVC,"['EmbarkedS', 'Fare', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.11708378791809082,0.7079,0.6471,0.355,0.458,,0.012,0.001
518,GaussianNB,"['Pclass2', 'Fare', 'EmbarkedC']",{},0.018644094467163086,0.6517,0.5,0.387,0.436,0.653,0.001,0.001
519,KNeighborsClassifier,"['Pclass2', 'Fare', 'EmbarkedC']",{'n_neighbors': 5},0.03976893424987793,0.6742,0.5294,0.581,0.554,0.697,0.002,0.001
520,LinearDiscriminantAnalysis,"['Pclass2', 'Fare', 'EmbarkedC']",{},0.01940774917602539,0.6854,0.6154,0.258,0.364,0.642,0.002,0.0
521,QuadraticDiscriminantAnalysis,"['Pclass2', 'Fare', 'EmbarkedC']",{},0.01746678352355957,0.6517,0.5,0.387,0.436,0.664,0.002,0.0
522,DecisionTreeClassifier,"['Pclass2', 'Fare', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12422919273376465,0.6854,0.5517,0.516,0.533,0.663,0.002,0.0
523,RandomForestClassifier,"['Pclass2', 'Fare', 'EmbarkedC']","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}",15.555404424667358,0.6629,0.5172,0.484,0.5,0.693,0.367,0.012
524,SVC,"['Pclass2', 'Fare', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.11295366287231445,0.6854,0.5556,0.484,0.517,,0.012,0.001
525,GaussianNB,"['Pclass3', 'Fare', 'EmbarkedC']",{},0.017607927322387695,0.6966,0.6111,0.355,0.449,0.675,0.001,0.0
526,KNeighborsClassifier,"['Pclass3', 'Fare', 'EmbarkedC']",{'n_neighbors': 5},0.04008913040161133,0.6629,0.5143,0.581,0.545,0.699,0.002,0.001
527,LinearDiscriminantAnalysis,"['Pclass3', 'Fare', 'EmbarkedC']",{},0.01853036880493164,0.6742,0.5333,0.516,0.525,0.678,0.002,0.0
528,QuadraticDiscriminantAnalysis,"['Pclass3', 'Fare', 'EmbarkedC']",{},0.017424583435058594,0.6966,0.6111,0.355,0.449,0.652,0.001,0.0
529,DecisionTreeClassifier,"['Pclass3', 'Fare', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12651395797729492,0.6629,0.5152,0.548,0.531,0.641,0.002,0.0
530,RandomForestClassifier,"['Pclass3', 'Fare', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}",15.687593460083008,0.6629,0.5161,0.516,0.516,0.702,0.363,0.012
531,SVC,"['Pclass3', 'Fare', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.11548852920532227,0.6854,0.5429,0.613,0.576,,0.012,0.001
532,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'Fare']",{},0.0180056095123291,0.7303,0.8182,0.29,0.429,0.697,0.002,0.0
533,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'Fare']",{'n_neighbors': 5},0.03985404968261719,0.6404,0.4865,0.581,0.529,0.667,0.002,0.001
534,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Fare']",{},0.02850508689880371,0.7191,0.7143,0.323,0.444,0.721,0.002,0.0
535,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'Fare']",{},0.027500152587890625,0.6629,0.52,0.419,0.464,0.598,0.001,0.0
536,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.1310272216796875,0.6742,0.5357,0.484,0.508,0.673,0.002,0.001
537,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",15.541860818862915,0.6854,0.5484,0.548,0.548,0.686,0.366,0.008
538,SVC,"['EmbarkedS', 'EmbarkedQ', 'Fare']","{'C': 0.1, 'degree': 2}",0.10851836204528809,0.7303,0.8182,0.29,0.429,,0.012,0.001
539,GaussianNB,"['EmbarkedQ', 'Fare', 'Pclass2']",{},0.017851591110229492,0.7079,0.7778,0.226,0.35,0.616,0.001,0.0
540,KNeighborsClassifier,"['EmbarkedQ', 'Fare', 'Pclass2']",{'n_neighbors': 7},0.04020571708679199,0.7079,0.5758,0.613,0.594,0.664,0.002,0.001
541,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Fare', 'Pclass2']",{},0.0182039737701416,0.6629,0.5333,0.258,0.348,0.689,0.002,0.0
542,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Fare', 'Pclass2']",{},0.01714324951171875,0.6966,0.7,0.226,0.341,0.638,0.001,0.0
543,DecisionTreeClassifier,"['EmbarkedQ', 'Fare', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.11754608154296875,0.6854,0.5517,0.516,0.533,0.677,0.002,0.0
544,RandomForestClassifier,"['EmbarkedQ', 'Fare', 'Pclass2']","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",15.538981437683105,0.7191,0.6,0.581,0.59,0.711,0.367,0.005
545,SVC,"['EmbarkedQ', 'Fare', 'Pclass2']","{'C': 10, 'degree': 2}",0.10973548889160156,0.6966,0.5909,0.419,0.491,,0.011,0.001
546,GaussianNB,"['Pclass3', 'EmbarkedQ', 'Fare']",{},0.01815319061279297,0.7303,0.7692,0.323,0.455,0.65,0.002,0.001
547,KNeighborsClassifier,"['Pclass3', 'EmbarkedQ', 'Fare']",{'n_neighbors': 3},0.03985142707824707,0.6517,0.5,0.516,0.508,0.656,0.002,0.001
548,LinearDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Fare']",{},0.018022537231445312,0.618,0.4667,0.677,0.553,0.741,0.002,0.0
549,QuadraticDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'Fare']",{},0.0181119441986084,0.7303,0.8182,0.29,0.429,0.662,0.001,0.0
550,DecisionTreeClassifier,"['Pclass3', 'EmbarkedQ', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.13018059730529785,0.6742,0.5312,0.548,0.54,0.701,0.002,0.001
551,RandomForestClassifier,"['Pclass3', 'EmbarkedQ', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",15.458420515060425,0.6966,0.5625,0.581,0.571,0.732,0.361,0.007
552,SVC,"['Pclass3', 'EmbarkedQ', 'Fare']","{'C': 10, 'degree': 2}",0.11336827278137207,0.6854,0.5484,0.548,0.548,,0.012,0.001
553,GaussianNB,"['EmbarkedS', 'Pclass2', 'Fare']",{},0.017803430557250977,0.7079,0.6923,0.29,0.409,0.687,0.001,0.0
554,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'Fare']",{'n_neighbors': 5},0.04055643081665039,0.6966,0.5588,0.613,0.585,0.721,0.002,0.001
555,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Fare']",{},0.018366098403930664,0.7079,0.6923,0.29,0.409,0.685,0.002,0.0
556,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'Fare']",{},0.017753124237060547,0.7079,0.6923,0.29,0.409,0.704,0.002,0.001
557,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'Fare']","{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12523412704467773,0.6629,0.5172,0.484,0.5,0.679,0.002,0.0
558,RandomForestClassifier,"['EmbarkedS', 'Pclass2', 'Fare']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",15.698195695877075,0.6854,0.5484,0.548,0.548,0.736,0.365,0.012
559,SVC,"['EmbarkedS', 'Pclass2', 'Fare']","{'C': 10, 'degree': 2}",0.11071395874023438,0.6966,0.5833,0.452,0.509,,0.011,0.001
560,GaussianNB,"['EmbarkedS', 'Pclass3', 'Fare']",{},0.017632722854614258,0.7079,0.6316,0.387,0.48,0.714,0.001,0.0
561,KNeighborsClassifier,"['EmbarkedS', 'Pclass3', 'Fare']",{'n_neighbors': 5},0.040120840072631836,0.6854,0.5429,0.613,0.576,0.729,0.002,0.001
562,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass3', 'Fare']",{},0.018188953399658203,0.6854,0.5484,0.548,0.548,0.723,0.002,0.0
563,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass3', 'Fare']",{},0.01742720603942871,0.7079,0.6316,0.387,0.48,0.69,0.002,0.0
564,DecisionTreeClassifier,"['EmbarkedS', 'Pclass3', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12975215911865234,0.6629,0.5152,0.548,0.531,0.687,0.002,0.0
565,RandomForestClassifier,"['EmbarkedS', 'Pclass3', 'Fare']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",15.444413661956787,0.6854,0.5484,0.548,0.548,0.699,0.362,0.008
566,SVC,"['EmbarkedS', 'Pclass3', 'Fare']","{'C': 10, 'degree': 2}",0.1245729923248291,0.6854,0.5455,0.581,0.562,,0.012,0.001
567,GaussianNB,"['Pclass3', 'Pclass2', 'Fare']",{},0.01805877685546875,0.6292,0.4706,0.516,0.492,0.659,0.001,0.0
568,KNeighborsClassifier,"['Pclass3', 'Pclass2', 'Fare']",{'n_neighbors': 7},0.04029273986816406,0.7079,0.5758,0.613,0.594,0.727,0.002,0.001
569,LinearDiscriminantAnalysis,"['Pclass3', 'Pclass2', 'Fare']",{},0.01759648323059082,0.6854,0.5484,0.548,0.548,0.692,0.001,0.0
570,QuadraticDiscriminantAnalysis,"['Pclass3', 'Pclass2', 'Fare']",{},0.0171353816986084,0.7191,0.6364,0.452,0.528,0.67,0.001,0.0
571,DecisionTreeClassifier,"['Pclass3', 'Pclass2', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12798833847045898,0.6629,0.5185,0.452,0.483,0.652,0.002,0.0
572,RandomForestClassifier,"['Pclass3', 'Pclass2', 'Fare']","{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",15.417768716812134,0.7079,0.5806,0.581,0.581,0.698,0.363,0.003
573,SVC,"['Pclass3', 'Pclass2', 'Fare']","{'C': 1, 'degree': 2}",0.10912609100341797,0.6966,0.5625,0.581,0.571,,0.012,0.001
574,GaussianNB,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']",{},0.018144607543945312,0.6517,0.5,0.355,0.415,0.629,0.001,0.0
575,KNeighborsClassifier,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']",{'n_neighbors': 3},0.0407717227935791,0.6517,0.5,0.355,0.415,0.583,0.002,0.001
576,LinearDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']",{},0.019554853439331055,0.6517,0.5,0.355,0.415,0.629,0.002,0.001
577,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']",{},0.01791095733642578,0.6517,0.5,0.355,0.415,0.629,0.001,0.0
578,DecisionTreeClassifier,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12290763854980469,0.6517,0.5,0.355,0.415,0.629,0.002,0.001
579,RandomForestClassifier,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.559033155441284,0.6517,0.5,0.355,0.415,0.629,0.303,0.003
580,SVC,"['EmbarkedS', 'EmbarkedQ', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.1100916862487793,0.6517,0.5,0.355,0.415,,0.009,0.001
581,GaussianNB,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.018069028854370117,0.5618,0.4048,0.548,0.466,0.562,0.002,0.0
582,KNeighborsClassifier,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']",{'n_neighbors': 3},0.04259133338928223,0.6404,0.3333,0.032,0.059,0.499,0.002,0.002
583,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.02832484245300293,0.6629,0.5217,0.387,0.444,0.618,0.002,0.0
584,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']",{},0.017577409744262695,0.5618,0.4048,0.548,0.466,0.562,0.001,0.0
585,DecisionTreeClassifier,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.1167764663696289,0.6517,0.5,0.355,0.415,0.618,0.002,0.0
586,RandomForestClassifier,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",12.742947340011597,0.6517,0.5,0.355,0.415,0.61,0.305,0.004
587,SVC,"['EmbarkedQ', 'Pclass2', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.1087958812713623,0.6517,0.5,0.355,0.415,,0.01,0.002
588,GaussianNB,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']",{},0.017600536346435547,0.573,0.4314,0.71,0.537,0.622,0.001,0.0
589,KNeighborsClassifier,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']",{'n_neighbors': 5},0.040102481842041016,0.6966,0.625,0.323,0.426,0.64,0.002,0.001
590,LinearDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']",{},0.019023656845092773,0.618,0.4667,0.677,0.553,0.689,0.002,0.0
591,QuadraticDiscriminantAnalysis,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']",{},0.017571687698364258,0.573,0.4314,0.71,0.537,0.665,0.001,0.0
592,DecisionTreeClassifier,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.11756348609924316,0.6067,0.4545,0.645,0.533,0.679,0.002,0.0
593,RandomForestClassifier,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.772251605987549,0.618,0.4667,0.677,0.553,0.689,0.306,0.002
594,SVC,"['Pclass3', 'EmbarkedQ', 'EmbarkedC']","{'C': 1, 'degree': 2}",0.1071629524230957,0.6067,0.4545,0.645,0.533,,0.009,0.001
595,GaussianNB,"['EmbarkedS', 'Pclass2', 'EmbarkedC']",{},0.017393112182617188,0.6629,0.5217,0.387,0.444,0.618,0.001,0.0
596,KNeighborsClassifier,"['EmbarkedS', 'Pclass2', 'EmbarkedC']",{'n_neighbors': 7},0.040422916412353516,0.6629,0.5217,0.387,0.444,0.634,0.002,0.001
597,LinearDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'EmbarkedC']",{},0.02357649803161621,0.6629,0.5217,0.387,0.444,0.618,0.001,0.001
598,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Pclass2', 'EmbarkedC']",{},0.017763853073120117,0.5618,0.4048,0.548,0.466,0.562,0.001,0.0
599,DecisionTreeClassifier,"['EmbarkedS', 'Pclass2', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.1169135570526123,0.6517,0.5,0.355,0.415,0.618,0.002,0.0
