,model,columns,best_params,training_time,accuracy,precision,recall,f1,roc_auc,mean_fit_time,predict_time
0,GaussianNB,['Sex'],{},0.8611929416656494,0.8315,0.7353,0.806,0.769,0.826,0.002,0.001
1,KNeighborsClassifier,['Sex'],{'n_neighbors': 12},1.1996190547943115,0.6517,0.0,0.0,0.0,0.826,0.002,0.002
2,LinearDiscriminantAnalysis,['Sex'],{},0.031055212020874023,0.8315,0.7353,0.806,0.769,0.826,0.002,0.001
3,QuadraticDiscriminantAnalysis,['Sex'],{},0.017922639846801758,0.8315,0.7353,0.806,0.769,0.826,0.001,0.0
4,DecisionTreeClassifier,['Sex'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.15360665321350098,0.8315,0.7353,0.806,0.769,0.826,0.002,0.0
5,RandomForestClassifier,['Sex'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.296665668487549,0.8315,0.7353,0.806,0.769,0.826,0.296,0.002
6,SVC,['Sex'],"{'C': 0.1, 'degree': 2}",0.07704997062683105,0.8315,0.7353,0.806,0.769,,0.006,0.001
7,GaussianNB,['Age'],{},0.02878427505493164,0.6292,0.0,0.0,0.0,0.58,0.001,0.0
8,KNeighborsClassifier,['Age'],{'n_neighbors': 3},0.040059804916381836,0.618,0.4444,0.387,0.414,0.597,0.002,0.001
9,LinearDiscriminantAnalysis,['Age'],{},0.028870344161987305,0.6517,0.0,0.0,0.0,0.576,0.002,0.001
10,QuadraticDiscriminantAnalysis,['Age'],{},0.017796754837036133,0.6292,0.0,0.0,0.0,0.58,0.002,0.0
11,DecisionTreeClassifier,['Age'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12514448165893555,0.6854,0.5714,0.387,0.462,0.58,0.002,0.0
12,RandomForestClassifier,['Age'],"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",14.786407232284546,0.6742,0.5455,0.387,0.453,0.595,0.349,0.006
13,SVC,['Age'],"{'C': 1, 'degree': 2}",0.13617444038391113,0.6517,0.5,0.065,0.114,,0.017,0.002
14,GaussianNB,['Fare'],{},0.0282442569732666,0.7191,0.8,0.258,0.39,0.672,0.001,0.001
15,KNeighborsClassifier,['Fare'],{'n_neighbors': 3},0.043126821517944336,0.618,0.4571,0.516,0.485,0.645,0.002,0.001
16,LinearDiscriminantAnalysis,['Fare'],{},0.018664121627807617,0.7191,0.8,0.258,0.39,0.681,0.002,0.0
17,QuadraticDiscriminantAnalysis,['Fare'],{},0.0180356502532959,0.7191,0.8,0.258,0.39,0.671,0.002,0.0
18,DecisionTreeClassifier,['Fare'],"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.1366596221923828,0.7191,0.6,0.581,0.59,0.689,0.002,0.001
19,RandomForestClassifier,['Fare'],"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",16.622868061065674,0.7303,0.6129,0.613,0.613,0.699,0.395,0.012
20,SVC,['Fare'],"{'C': 0.1, 'degree': 2}",0.098236083984375,0.7191,0.7143,0.323,0.444,,0.011,0.001
21,GaussianNB,['EmbarkedC'],{},0.01855301856994629,0.6517,0.5,0.355,0.415,0.583,0.001,0.0
22,KNeighborsClassifier,['EmbarkedC'],{'n_neighbors': 7},0.04166126251220703,0.6517,0.5,0.355,0.415,0.583,0.002,0.001
23,LinearDiscriminantAnalysis,['EmbarkedC'],{},0.019674062728881836,0.6517,0.5,0.355,0.415,0.583,0.002,0.0
24,QuadraticDiscriminantAnalysis,['EmbarkedC'],{},0.01744699478149414,0.6517,0.5,0.355,0.415,0.583,0.001,0.0
25,DecisionTreeClassifier,['EmbarkedC'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12205719947814941,0.6517,0.5,0.355,0.415,0.583,0.002,0.0
26,RandomForestClassifier,['EmbarkedC'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.375768661499023,0.6517,0.5,0.355,0.415,0.583,0.299,0.003
27,SVC,['EmbarkedC'],"{'C': 0.1, 'degree': 2}",0.1009511947631836,0.6517,0.5,0.355,0.415,,0.008,0.002
28,GaussianNB,['EmbarkedQ'],{},0.018239498138427734,0.6517,0.0,0.0,0.0,0.444,0.001,0.0
29,KNeighborsClassifier,['EmbarkedQ'],{'n_neighbors': 3},0.041319847106933594,0.3146,0.3214,0.871,0.47,0.444,0.002,0.002
30,LinearDiscriminantAnalysis,['EmbarkedQ'],{},0.02808690071105957,0.6517,0.0,0.0,0.0,0.444,0.002,0.0
31,QuadraticDiscriminantAnalysis,['EmbarkedQ'],{},0.01728343963623047,0.6517,0.0,0.0,0.0,0.444,0.001,0.0
32,DecisionTreeClassifier,['EmbarkedQ'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11554956436157227,0.6517,0.0,0.0,0.0,0.444,0.002,0.0
33,RandomForestClassifier,['EmbarkedQ'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.302841186523438,0.6517,0.0,0.0,0.0,0.444,0.297,0.002
34,SVC,['EmbarkedQ'],"{'C': 0.1, 'degree': 2}",0.09785199165344238,0.6517,0.0,0.0,0.0,,0.008,0.001
35,GaussianNB,['EmbarkedS'],{},0.017995357513427734,0.6854,0.5556,0.484,0.517,0.638,0.001,0.0
36,KNeighborsClassifier,['EmbarkedS'],{'n_neighbors': 3},0.040044546127319336,0.6854,0.5556,0.484,0.517,0.638,0.002,0.001
37,LinearDiscriminantAnalysis,['EmbarkedS'],{},0.02356266975402832,0.6517,0.0,0.0,0.0,0.638,0.002,0.001
38,QuadraticDiscriminantAnalysis,['EmbarkedS'],{},0.017179489135742188,0.6854,0.5556,0.484,0.517,0.638,0.001,0.0
39,DecisionTreeClassifier,['EmbarkedS'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11722755432128906,0.6517,0.0,0.0,0.0,0.638,0.002,0.0
40,RandomForestClassifier,['EmbarkedS'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.422726392745972,0.6517,0.0,0.0,0.0,0.638,0.299,0.003
41,SVC,['EmbarkedS'],"{'C': 1, 'degree': 2}",0.10489773750305176,0.6517,0.0,0.0,0.0,,0.009,0.001
42,GaussianNB,['Pclass2'],{},0.018355846405029297,0.5506,0.3043,0.226,0.259,0.475,0.001,0.001
43,KNeighborsClassifier,['Pclass2'],{'n_neighbors': 12},0.04077315330505371,0.5506,0.3043,0.226,0.259,0.475,0.002,0.002
44,LinearDiscriminantAnalysis,['Pclass2'],{},0.018366575241088867,0.5506,0.3043,0.226,0.259,0.475,0.001,0.0
45,QuadraticDiscriminantAnalysis,['Pclass2'],{},0.017338037490844727,0.5506,0.3043,0.226,0.259,0.475,0.001,0.0
46,DecisionTreeClassifier,['Pclass2'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11815571784973145,0.6517,0.0,0.0,0.0,0.475,0.002,0.0
47,RandomForestClassifier,['Pclass2'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.332806825637817,0.6517,0.0,0.0,0.0,0.475,0.297,0.002
48,SVC,['Pclass2'],"{'C': 1, 'degree': 2}",0.10761833190917969,0.6517,0.0,0.0,0.0,,0.008,0.001
49,GaussianNB,['Pclass3'],{},0.02836155891418457,0.618,0.4667,0.677,0.553,0.632,0.001,0.0
50,KNeighborsClassifier,['Pclass3'],{'n_neighbors': 7},0.04221963882446289,0.618,0.4667,0.677,0.553,0.632,0.002,0.001
51,LinearDiscriminantAnalysis,['Pclass3'],{},0.03157496452331543,0.618,0.4667,0.677,0.553,0.632,0.002,0.001
52,QuadraticDiscriminantAnalysis,['Pclass3'],{},0.017055511474609375,0.618,0.4667,0.677,0.553,0.632,0.001,0.0
53,DecisionTreeClassifier,['Pclass3'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1166083812713623,0.618,0.4667,0.677,0.553,0.632,0.002,0.0
54,RandomForestClassifier,['Pclass3'],"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.392690181732178,0.618,0.4667,0.677,0.553,0.632,0.298,0.003
55,SVC,['Pclass3'],"{'C': 0.1, 'degree': 2}",0.10057640075683594,0.618,0.4667,0.677,0.553,,0.009,0.001
56,GaussianNB,"['Sex', 'Age']",{},0.01864171028137207,0.8315,0.7353,0.806,0.769,0.797,0.001,0.001
57,KNeighborsClassifier,"['Sex', 'Age']",{'n_neighbors': 7},0.04088020324707031,0.809,0.7059,0.774,0.738,0.868,0.002,0.001
58,LinearDiscriminantAnalysis,"['Sex', 'Age']",{},0.01848745346069336,0.8315,0.7353,0.806,0.769,0.806,0.002,0.001
59,QuadraticDiscriminantAnalysis,"['Sex', 'Age']",{},0.017621994018554688,0.8315,0.7353,0.806,0.769,0.812,0.001,0.0
60,DecisionTreeClassifier,"['Sex', 'Age']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.12003827095031738,0.8202,0.7778,0.677,0.724,0.856,0.002,0.0
61,RandomForestClassifier,"['Sex', 'Age']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",14.918697595596313,0.8202,0.7273,0.774,0.75,0.853,0.352,0.003
62,SVC,"['Sex', 'Age']","{'C': 10, 'degree': 2}",0.17200493812561035,0.8315,0.7353,0.806,0.769,,0.024,0.001
63,GaussianNB,"['Sex', 'Fare']",{},0.018221616744995117,0.8315,0.7222,0.839,0.776,0.892,0.001,0.001
64,KNeighborsClassifier,"['Sex', 'Fare']",{'n_neighbors': 3},0.0402989387512207,0.7753,0.6667,0.71,0.688,0.804,0.002,0.001
65,LinearDiscriminantAnalysis,"['Sex', 'Fare']",{},0.01784825325012207,0.8427,0.7429,0.839,0.788,0.871,0.002,0.0
66,QuadraticDiscriminantAnalysis,"['Sex', 'Fare']",{},0.017670869827270508,0.8315,0.7222,0.839,0.776,0.886,0.001,0.0
67,DecisionTreeClassifier,"['Sex', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.12857365608215332,0.809,0.7188,0.742,0.73,0.824,0.002,0.0
68,RandomForestClassifier,"['Sex', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",15.458394765853882,0.7865,0.6765,0.742,0.708,0.847,0.366,0.005
69,SVC,"['Sex', 'Fare']","{'C': 10, 'degree': 2}",0.12259697914123535,0.8427,0.7429,0.839,0.788,,0.015,0.001
70,GaussianNB,"['Sex', 'EmbarkedC']",{},0.02776360511779785,0.7528,0.6,0.871,0.711,0.846,0.001,0.0
71,KNeighborsClassifier,"['Sex', 'EmbarkedC']",{'n_neighbors': 7},0.03973126411437988,0.8315,0.7353,0.806,0.769,0.838,0.002,0.001
72,LinearDiscriminantAnalysis,"['Sex', 'EmbarkedC']",{},0.01771831512451172,0.8315,0.7353,0.806,0.769,0.846,0.002,0.0
73,QuadraticDiscriminantAnalysis,"['Sex', 'EmbarkedC']",{},0.017233848571777344,0.8315,0.7353,0.806,0.769,0.846,0.001,0.0
74,DecisionTreeClassifier,"['Sex', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11609888076782227,0.8315,0.7353,0.806,0.769,0.846,0.002,0.0
75,RandomForestClassifier,"['Sex', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.373013734817505,0.8315,0.7353,0.806,0.769,0.846,0.301,0.002
76,SVC,"['Sex', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.08520221710205078,0.8315,0.7353,0.806,0.769,,0.006,0.001
77,GaussianNB,"['Sex', 'EmbarkedQ']",{},0.017337799072265625,0.8315,0.7353,0.806,0.769,0.817,0.001,0.0
78,KNeighborsClassifier,"['Sex', 'EmbarkedQ']",{'n_neighbors': 5},0.03950190544128418,0.7865,0.7,0.677,0.689,0.761,0.002,0.001
79,LinearDiscriminantAnalysis,"['Sex', 'EmbarkedQ']",{},0.018213987350463867,0.8315,0.7353,0.806,0.769,0.817,0.002,0.0
80,QuadraticDiscriminantAnalysis,"['Sex', 'EmbarkedQ']",{},0.027457475662231445,0.8315,0.7353,0.806,0.769,0.817,0.001,0.0
81,DecisionTreeClassifier,"['Sex', 'EmbarkedQ']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1198112964630127,0.8315,0.7353,0.806,0.769,0.817,0.002,0.0
82,RandomForestClassifier,"['Sex', 'EmbarkedQ']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.48246455192566,0.8315,0.7353,0.806,0.769,0.817,0.3,0.002
83,SVC,"['Sex', 'EmbarkedQ']","{'C': 0.1, 'degree': 2}",0.0853891372680664,0.8315,0.7353,0.806,0.769,,0.006,0.001
84,GaussianNB,"['EmbarkedS', 'Sex']",{},0.017856121063232422,0.8315,0.7353,0.806,0.769,0.855,0.001,0.0
85,KNeighborsClassifier,"['EmbarkedS', 'Sex']",{'n_neighbors': 5},0.03953981399536133,0.8315,0.7353,0.806,0.769,0.834,0.002,0.001
86,LinearDiscriminantAnalysis,"['EmbarkedS', 'Sex']",{},0.01954054832458496,0.8315,0.7353,0.806,0.769,0.855,0.002,0.0
87,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Sex']",{},0.017766952514648438,0.8315,0.7353,0.806,0.769,0.855,0.001,0.001
88,DecisionTreeClassifier,"['EmbarkedS', 'Sex']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1244039535522461,0.8315,0.7353,0.806,0.769,0.855,0.002,0.0
89,RandomForestClassifier,"['EmbarkedS', 'Sex']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.393606185913086,0.8315,0.7353,0.806,0.769,0.855,0.3,0.002
90,SVC,"['EmbarkedS', 'Sex']","{'C': 0.1, 'degree': 2}",0.08608341217041016,0.8315,0.7353,0.806,0.769,,0.007,0.001
91,GaussianNB,"['Sex', 'Pclass2']",{},0.017581462860107422,0.8315,0.7353,0.806,0.769,0.811,0.001,0.0
92,KNeighborsClassifier,"['Sex', 'Pclass2']",{'n_neighbors': 5},0.04124736785888672,0.8315,0.7353,0.806,0.769,0.836,0.002,0.001
93,LinearDiscriminantAnalysis,"['Sex', 'Pclass2']",{},0.01813817024230957,0.8315,0.7353,0.806,0.769,0.811,0.002,0.0
94,QuadraticDiscriminantAnalysis,"['Sex', 'Pclass2']",{},0.01888442039489746,0.8315,0.7353,0.806,0.769,0.811,0.001,0.001
95,DecisionTreeClassifier,"['Sex', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11918902397155762,0.8315,0.7353,0.806,0.769,0.861,0.002,0.0
96,RandomForestClassifier,"['Sex', 'Pclass2']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",12.478418827056885,0.8315,0.7353,0.806,0.769,0.861,0.302,0.003
97,SVC,"['Sex', 'Pclass2']","{'C': 0.1, 'degree': 2}",0.07831835746765137,0.8315,0.7353,0.806,0.769,,0.006,0.001
98,GaussianNB,"['Pclass3', 'Sex']",{},0.019762754440307617,0.8315,0.7353,0.806,0.769,0.872,0.002,0.0
99,KNeighborsClassifier,"['Pclass3', 'Sex']",{'n_neighbors': 9},0.03958845138549805,0.8202,0.8947,0.548,0.68,0.872,0.002,0.001
100,LinearDiscriminantAnalysis,"['Pclass3', 'Sex']",{},0.028059005737304688,0.8315,0.7353,0.806,0.769,0.872,0.002,0.0
101,QuadraticDiscriminantAnalysis,"['Pclass3', 'Sex']",{},0.027464628219604492,0.8315,0.7353,0.806,0.769,0.872,0.002,0.0
102,DecisionTreeClassifier,"['Pclass3', 'Sex']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12088918685913086,0.8202,0.8947,0.548,0.68,0.872,0.002,0.0
103,RandomForestClassifier,"['Pclass3', 'Sex']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",12.59573769569397,0.8315,0.7353,0.806,0.769,0.872,0.302,0.004
104,SVC,"['Pclass3', 'Sex']","{'C': 0.1, 'degree': 2}",0.08782434463500977,0.8202,0.8947,0.548,0.68,,0.007,0.001
105,GaussianNB,"['Age', 'Fare']",{},0.01800370216369629,0.7191,0.8,0.258,0.39,0.732,0.001,0.0
106,KNeighborsClassifier,"['Age', 'Fare']",{'n_neighbors': 5},0.03988313674926758,0.7416,0.6111,0.71,0.657,0.763,0.002,0.001
107,LinearDiscriminantAnalysis,"['Age', 'Fare']",{},0.01824331283569336,0.7079,0.7778,0.226,0.35,0.746,0.002,0.0
108,QuadraticDiscriminantAnalysis,"['Age', 'Fare']",{},0.018538713455200195,0.7079,0.7778,0.226,0.35,0.734,0.002,0.0
109,DecisionTreeClassifier,"['Age', 'Fare']","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.12702322006225586,0.7191,0.5882,0.645,0.615,0.731,0.002,0.0
110,RandomForestClassifier,"['Age', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",16.00010848045349,0.6966,0.5625,0.581,0.571,0.775,0.386,0.003
111,SVC,"['Age', 'Fare']","{'C': 1, 'degree': 2}",0.09850931167602539,0.7191,0.6875,0.355,0.468,,0.01,0.001
112,GaussianNB,"['Age', 'EmbarkedC']",{},0.018331289291381836,0.6517,0.5,0.355,0.415,0.652,0.001,0.0
113,KNeighborsClassifier,"['Age', 'EmbarkedC']",{'n_neighbors': 7},0.04488730430603027,0.6067,0.4412,0.484,0.462,0.581,0.002,0.002
114,LinearDiscriminantAnalysis,"['Age', 'EmbarkedC']",{},0.018168210983276367,0.6404,0.4762,0.323,0.385,0.657,0.002,0.0
115,QuadraticDiscriminantAnalysis,"['Age', 'EmbarkedC']",{},0.01739668846130371,0.6517,0.5,0.355,0.415,0.643,0.002,0.0
116,DecisionTreeClassifier,"['Age', 'EmbarkedC']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1236715316772461,0.7303,0.6522,0.484,0.556,0.662,0.002,0.0
117,RandomForestClassifier,"['Age', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",15.104419946670532,0.7079,0.6087,0.452,0.519,0.613,0.353,0.005
118,SVC,"['Age', 'EmbarkedC']","{'C': 10, 'degree': 2}",0.142197847366333,0.6404,0.4706,0.258,0.333,,0.018,0.001
119,GaussianNB,"['EmbarkedQ', 'Age']",{},0.02107858657836914,0.6292,0.0,0.0,0.0,0.493,0.001,0.0
120,KNeighborsClassifier,"['EmbarkedQ', 'Age']",{'n_neighbors': 3},0.041080474853515625,0.5843,0.4318,0.613,0.507,0.655,0.002,0.001
121,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Age']",{},0.018012523651123047,0.6517,0.0,0.0,0.0,0.517,0.002,0.0
122,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Age']",{},0.017245054244995117,0.6292,0.0,0.0,0.0,0.487,0.001,0.0
123,DecisionTreeClassifier,"['EmbarkedQ', 'Age']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.11795496940612793,0.7079,0.619,0.419,0.5,0.632,0.002,0.0
124,RandomForestClassifier,"['EmbarkedQ', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",15.081857919692993,0.6742,0.5417,0.419,0.473,0.632,0.35,0.011
125,SVC,"['EmbarkedQ', 'Age']","{'C': 10, 'degree': 2}",0.12811899185180664,0.6854,0.7143,0.161,0.263,,0.016,0.001
126,GaussianNB,"['EmbarkedS', 'Age']",{},0.01753067970275879,0.6854,0.5556,0.484,0.517,0.694,0.001,0.0
127,KNeighborsClassifier,"['EmbarkedS', 'Age']",{'n_neighbors': 3},0.03983259201049805,0.5169,0.3636,0.516,0.427,0.556,0.002,0.001
128,LinearDiscriminantAnalysis,"['EmbarkedS', 'Age']",{},0.017459869384765625,0.6629,0.5455,0.194,0.286,0.699,0.001,0.0
129,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Age']",{},0.017230510711669922,0.6966,0.5769,0.484,0.526,0.675,0.001,0.0
130,DecisionTreeClassifier,"['EmbarkedS', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.12084317207336426,0.7079,0.6316,0.387,0.48,0.612,0.002,0.0
131,RandomForestClassifier,"['EmbarkedS', 'Age']","{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",15.058913230895996,0.7079,0.6316,0.387,0.48,0.631,0.353,0.005
132,SVC,"['EmbarkedS', 'Age']","{'C': 10, 'degree': 2}",0.14554953575134277,0.6629,0.5294,0.29,0.375,,0.017,0.001
133,GaussianNB,"['Pclass2', 'Age']",{},0.018260478973388672,0.5506,0.3043,0.226,0.259,0.513,0.001,0.001
134,KNeighborsClassifier,"['Pclass2', 'Age']",{'n_neighbors': 3},0.041283369064331055,0.6517,0.5,0.484,0.492,0.657,0.002,0.001
135,LinearDiscriminantAnalysis,"['Pclass2', 'Age']",{},0.01871514320373535,0.6067,0.375,0.194,0.255,0.512,0.001,0.0
136,QuadraticDiscriminantAnalysis,"['Pclass2', 'Age']",{},0.017335891723632812,0.573,0.3333,0.226,0.269,0.488,0.002,0.0
137,DecisionTreeClassifier,"['Pclass2', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12250852584838867,0.6854,0.5714,0.387,0.462,0.61,0.002,0.0
138,RandomForestClassifier,"['Pclass2', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",14.930068254470825,0.6629,0.5238,0.355,0.423,0.591,0.353,0.005
139,SVC,"['Pclass2', 'Age']","{'C': 10, 'degree': 2}",0.14495468139648438,0.6404,0.3333,0.032,0.059,,0.016,0.001
140,GaussianNB,"['Pclass3', 'Age']",{},0.017945289611816406,0.618,0.4667,0.677,0.553,0.692,0.002,0.0
141,KNeighborsClassifier,"['Pclass3', 'Age']",{'n_neighbors': 9},0.040949106216430664,0.6517,0.5,0.516,0.508,0.695,0.002,0.001
142,LinearDiscriminantAnalysis,"['Pclass3', 'Age']",{},0.01847696304321289,0.6292,0.475,0.613,0.535,0.685,0.001,0.0
143,QuadraticDiscriminantAnalysis,"['Pclass3', 'Age']",{},0.01739215850830078,0.6292,0.475,0.613,0.535,0.684,0.001,0.0
144,DecisionTreeClassifier,"['Pclass3', 'Age']","{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.1273205280303955,0.7079,0.5926,0.516,0.552,0.709,0.002,0.0
145,RandomForestClassifier,"['Pclass3', 'Age']","{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",15.18425726890564,0.6742,0.5312,0.548,0.54,0.72,0.351,0.012
146,SVC,"['Pclass3', 'Age']","{'C': 10, 'degree': 2}",0.14807677268981934,0.5955,0.4444,0.645,0.526,,0.016,0.001
147,GaussianNB,"['Fare', 'EmbarkedC']",{},0.01790022850036621,0.6517,0.5,0.387,0.436,0.65,0.001,0.0
148,KNeighborsClassifier,"['Fare', 'EmbarkedC']",{'n_neighbors': 5},0.040189504623413086,0.6742,0.5294,0.581,0.554,0.677,0.002,0.001
149,LinearDiscriminantAnalysis,"['Fare', 'EmbarkedC']",{},0.029329299926757812,0.7191,0.7143,0.323,0.444,0.662,0.002,0.0
150,QuadraticDiscriminantAnalysis,"['Fare', 'EmbarkedC']",{},0.01729106903076172,0.6629,0.52,0.419,0.464,0.641,0.001,0.0
151,DecisionTreeClassifier,"['Fare', 'EmbarkedC']","{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.12137460708618164,0.6742,0.5333,0.516,0.525,0.687,0.002,0.0
152,RandomForestClassifier,"['Fare', 'EmbarkedC']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",15.69059419631958,0.6854,0.5484,0.548,0.548,0.714,0.367,0.007
153,SVC,"['Fare', 'EmbarkedC']","{'C': 0.1, 'degree': 2}",0.10816025733947754,0.7191,0.75,0.29,0.419,,0.013,0.001
154,GaussianNB,"['EmbarkedQ', 'Fare']",{},0.017988204956054688,0.7191,0.8,0.258,0.39,0.617,0.001,0.001
155,KNeighborsClassifier,"['EmbarkedQ', 'Fare']",{'n_neighbors': 3},0.040430307388305664,0.6854,0.56,0.452,0.5,0.679,0.002,0.001
156,LinearDiscriminantAnalysis,"['EmbarkedQ', 'Fare']",{},0.019869089126586914,0.7079,0.7778,0.226,0.35,0.738,0.001,0.0
157,QuadraticDiscriminantAnalysis,"['EmbarkedQ', 'Fare']",{},0.01715850830078125,0.7191,0.8,0.258,0.39,0.618,0.001,0.0
158,DecisionTreeClassifier,"['EmbarkedQ', 'Fare']","{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.12080526351928711,0.7191,0.6,0.581,0.59,0.69,0.002,0.0
159,RandomForestClassifier,"['EmbarkedQ', 'Fare']","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",15.747061252593994,0.7191,0.6,0.581,0.59,0.701,0.37,0.005
160,SVC,"['EmbarkedQ', 'Fare']","{'C': 0.1, 'degree': 2}",0.10823893547058105,0.7191,0.7143,0.323,0.444,,0.011,0.001
161,GaussianNB,"['EmbarkedS', 'Fare']",{},0.017899513244628906,0.7303,0.8182,0.29,0.429,0.712,0.001,0.0
162,KNeighborsClassifier,"['EmbarkedS', 'Fare']",{'n_neighbors': 3},0.039556264877319336,0.6292,0.4688,0.484,0.476,0.645,0.002,0.001
163,LinearDiscriminantAnalysis,"['EmbarkedS', 'Fare']",{},0.019266366958618164,0.7191,0.8,0.258,0.39,0.734,0.002,0.0
164,QuadraticDiscriminantAnalysis,"['EmbarkedS', 'Fare']",{},0.01745772361755371,0.7303,0.8182,0.29,0.429,0.704,0.001,0.0
165,DecisionTreeClassifier,"['EmbarkedS', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.12326288223266602,0.6854,0.5517,0.516,0.533,0.683,0.002,0.001
166,RandomForestClassifier,"['EmbarkedS', 'Fare']","{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",15.766772747039795,0.6854,0.5484,0.548,0.548,0.705,0.367,0.011
167,SVC,"['EmbarkedS', 'Fare']","{'C': 0.1, 'degree': 2}",0.10019397735595703,0.7303,0.8182,0.29,0.429,,0.012,0.001
168,GaussianNB,"['Pclass2', 'Fare']",{},0.0218198299407959,0.7079,0.7778,0.226,0.35,0.654,0.001,0.001
169,KNeighborsClassifier,"['Pclass2', 'Fare']",{'n_neighbors': 5},0.03969836235046387,0.6742,0.5333,0.516,0.525,0.636,0.002,0.001
170,LinearDiscriminantAnalysis,"['Pclass2', 'Fare']",{},0.0182034969329834,0.6517,0.5,0.258,0.34,0.642,0.002,0.0
171,QuadraticDiscriminantAnalysis,"['Pclass2', 'Fare']",{},0.0172579288482666,0.7079,0.7778,0.226,0.35,0.663,0.001,0.0
